PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS1Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS1Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS1Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS1Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS1Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS1Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS1Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS1Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS1Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS1Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS2Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS2Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS2Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS2Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS2Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS2Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS2Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS2Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS2Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS2Quantity
E7EX60;E9PEP6;O14786;Q5JWQ6;Q5T7F0	NRP1	Neuropilin-1;Neuropilin;Neuropilin-1;Neuropilin;Neuropilin	E7EX60;E9PEP6;O14786;Q5JWQ6;Q5T7F0	E7EX60_HUMAN;E9PEP6_HUMAN;NRP1_HUMAN;Q5JWQ6_HUMAN;Q5T7F0_HUMAN	18998.076171875	35311.45703125	12947.48046875	27747.271484375	24377.203125	22488.56640625	10778.630859375	19493.1171875	22582.775390625	11894.87890625	18998.076171875	35311.45703125	12947.48046875	27747.271484375	24377.203125	22488.56640625	10778.630859375	19493.1171875	22582.775390625	11894.87890625	7511.7275390625	14125.154296875	4270.37255859375	10842.2666015625	10105.154296875	8503.3857421875	3953.14868164063	7794.16552734375	9572.8017578125	5401.5380859375
E9PAM4;Q9BTU6	;PI4K2A	Phosphatidylinositol 4-kinase type 2;Phosphatidylinositol 4-kinase type 2-alpha	E9PAM4;Q9BTU6	E9PAM4_HUMAN;P4K2A_HUMAN	9574.3017578125	29895.498046875	5447.77685546875	12496.6728515625	18660.587890625	33682.98828125	51466.640625	30685.169921875	53327.5390625	30261.830078125	9574.3017578125	29895.498046875	5447.77685546875	12496.6728515625	18660.587890625	33682.98828125	51466.640625	30685.169921875	53327.5390625	30261.830078125	3903.90478515625	12093.82421875	3086.15771484375	7677.60986328125	8928.9658203125	16763.728515625	24059.794921875	15722.859375	22939.513671875	13502.7900390625
E9PB90;P19367;P52789	HK2;HK1;HK2	Hexokinase;Hexokinase-1;Hexokinase-2	E9PB90;P19367;P52789	E9PB90_HUMAN;HXK1_HUMAN;HXK2_HUMAN	28905.25	26532.505859375	35887.24609375	36939.234375	13418.1142578125	9966.3984375	23838.2578125	19854.490234375	21348.013671875	15884.064453125	28905.25	26532.505859375	35887.24609375	36939.234375	13418.1142578125	9966.3984375	23838.2578125	19854.490234375	21348.013671875	15884.064453125	17685.39453125	57525.11328125	17059.701171875	26017.0390625	10467.2724609375	3568.94311523438	15150.9140625	14058.708984375	29819.482421875	14290.2744140625
E9PBP6;P55157	MTTP	Microsomal triglyceride transfer protein large subunit	E9PBP6;P55157	E9PBP6_HUMAN;MTP_HUMAN	10423.9306640625	7706.73193359375	7048.42333984375	11510.1484375	38978.94921875	5936.22607421875	5847.3623046875	5658.173828125	6125.015625	8655.3447265625	10423.9306640625	7706.73193359375	7048.42333984375	11510.1484375	38978.94921875	5936.22607421875	5847.3623046875	5658.173828125	6125.015625	8655.3447265625	5973.30419921875	3144.66235351563	3815.89672851563	4823.52001953125	26719.443359375	2508.90747070313	2436.46215820313	2394.03588867188	3564.71850585938	13205.3291015625
E9PC41;Q01638	IL1RL1	Interleukin-1 receptor-like 1	E9PC41;Q01638	E9PC41_HUMAN;ILRL1_HUMAN	211531.375	93829.46875	172846.796875	200733.84375	126742.1953125	72037.3515625	83427.6796875	22167.8203125	19346.900390625	91974.8203125	211531.375	93829.46875	172846.796875	200733.84375	126742.1953125	72037.3515625	83427.6796875	22167.8203125	19346.900390625	91974.8203125	80420.875	42937.44140625	58852.85546875	62566.23046875	47883.1484375	28821.68359375	32559.3046875	11697.7666015625	12025.8798828125	40787.73828125
E9PDF6;G3V342;O43795;Q9UBC5	MYO1B;MYO1A;MYO1B;MYO1A	Unconventional myosin-Ib;Unconventional myosin-Ia;Unconventional myosin-Ib;Unconventional myosin-Ia	E9PDF6;G3V342;O43795;Q9UBC5	E9PDF6_HUMAN;G3V342_HUMAN;MYO1B_HUMAN;MYO1A_HUMAN	126356.984375	456498.125	191460.875	165700.6875	155878.484375	117631.8984375	148368.875	155431.421875	132086.671875	139792.1875	126356.984375	456498.125	191460.875	165700.6875	155878.484375	117631.8984375	148368.875	155431.421875	132086.671875	139792.1875	51308.30078125	178293.078125	84749.9921875	60355.5	55742.37890625	48265.84765625	60113.34375	53504.875	33541.31640625	65710.546875
E9PDY4;E9PQN4;P17927;Q5SR44	CR1	Complement receptor type 1	E9PDY4;E9PQN4;P17927;Q5SR44	E9PDY4_HUMAN;E9PQN4_HUMAN;CR1_HUMAN;Q5SR44_HUMAN	24326.650390625	66902.3046875	9435.1572265625	22812.19140625	50217.69921875	66493.8125	47063.71484375	21433.517578125	77526.578125	33412.88671875	24326.650390625	66902.3046875	9435.1572265625	22812.19140625	50217.69921875	66493.8125	47063.71484375	21433.517578125	77526.578125	33412.88671875	16472.962890625	43198.3515625	5757.91748046875	18711.85546875	26919.53515625	57016.21875	36887.72265625	18712.91796875	63408.26953125	20187.76171875
E9PGA6;Q9BXJ4	C1QTNF3-AMACR;C1QTNF3	C1QTNF3-AMACR readthrough (NMD candidate);Complement C1q tumor necrosis factor-related protein 3	E9PGA6;Q9BXJ4	E9PGA6_HUMAN;C1QT3_HUMAN	7393.8671875	8989.8759765625	20589.94140625	141453.921875	10096.1767578125	5781.2919921875	4680.48486328125	5949.240234375	7770.40869140625	7558.75244140625	7393.8671875	8989.8759765625	20589.94140625	141453.921875	10096.1767578125	5781.2919921875	4680.48486328125	5949.240234375	7770.40869140625	7558.75244140625	2750.24926757813	3261.77172851563	2020.23840332031	18100.072265625	707.296325683594	2218.81274414063	1845.26635742188	2274.96557617188	2872.0986328125	2803.70141601563
E9PGT1;Q15631	TSN	Component 3 of promoter of RISC;Translin	E9PGT1;Q15631	E9PGT1_HUMAN;TSN_HUMAN	42281.609375	20668.927734375	17333.9375	46265.6015625	32149.423828125	60862.90234375	61958.68359375	75169.859375	80144.28125	8885.2509765625	42281.609375	20668.927734375	17333.9375	46265.6015625	32149.423828125	60862.90234375	61958.68359375	75169.859375	80144.28125	8885.2509765625	10459.212890625	9427.021484375	4777.2568359375	14559.8759765625	10645.033203125	20921.576171875	16799.138671875	24141.767578125	28686.16796875	5343.58251953125
E9PGT6;H7C3S9;Q99627	COPS8	COP9 signalosome complex subunit 8;COP9 signalosome complex subunit 8 (Fragment);COP9 signalosome complex subunit 8	E9PGT6;H7C3S9;Q99627	E9PGT6_HUMAN;H7C3S9_HUMAN;CSN8_HUMAN	55768.65234375	58465.4296875	54534.21875	58728.54296875	61561.80859375	144644.625	115261.03125	194829.5625	183192.734375	38024.921875	55768.65234375	58465.4296875	54534.21875	58728.54296875	61561.80859375	144644.625	115261.03125	194829.5625	183192.734375	38024.921875	11764.533203125	14582.921875	7738.16357421875	15597.3759765625	16838.431640625	34318.99609375	27137.716796875	44033.9765625	41662.12109375	12380
E9PHK0;P05452	CLEC3B	Tetranectin	E9PHK0;P05452	E9PHK0_HUMAN;TETN_HUMAN	13558.06640625	13558.064453125	11113.751953125	54422.84375	42738.34375	66162.9921875	24187.322265625	78812.796875	114267.171875	13966.1748046875	13558.06640625	13558.064453125	11113.751953125	54422.84375	42738.34375	66162.9921875	24187.322265625	78812.796875	114267.171875	13966.1748046875	4338.97607421875	4645.365234375	3456.44213867188	4901.33056640625	7853.521484375	25471.6171875	10444.99609375	29387.6875	37934.328125	4666.62158203125
E9PHN6;E9PHN7;E9PLF1;F6XZQ7;P28161	GSTM2	Glutathione S-transferase;Glutathione S-transferase Mu 2;Glutathione S-transferase Mu 2 (Fragment);Glutathione S-transferase;Glutathione S-transferase Mu 2	E9PHN6;E9PHN7;E9PLF1;F6XZQ7;P28161	E9PHN6_HUMAN;E9PHN7_HUMAN;E9PLF1_HUMAN;F6XZQ7_HUMAN;GSTM2_HUMAN	30470.970703125	4676.0869140625	20056.2265625	32289.26953125	33472.76953125	16881.3984375	2998.10009765625	11454.0693359375	11363.74609375	20489.59765625	30470.970703125	4676.0869140625	20056.2265625	32289.26953125	33472.76953125	16881.3984375	2998.10009765625	11454.0693359375	11363.74609375	20489.59765625	7655.70263671875	1047.14404296875	2251.81982421875	10090.615234375	7549.23583984375	6197.94970703125	1250.91735839844	4029.703125	2342.06787109375	4319.18994140625
E9PHR9;Q9NRQ2	PLSCR4	Phospholipid scramblase;Phospholipid scramblase 4	E9PHR9;Q9NRQ2	E9PHR9_HUMAN;PLS4_HUMAN	63134.2890625	83104.7578125	31489.58984375	89384.6484375	83715.3984375	182164.15625	151967.78125	162112.109375	224052.890625	107084.2734375	63134.2890625	83104.7578125	31489.58984375	89384.6484375	83715.3984375	182164.15625	151967.78125	162112.109375	224052.890625	107084.2734375	16969.552734375	30596.744140625	8835.7294921875	25147.310546875	25815.447265625	49688.30859375	44642.58203125	47785.80859375	66578.1953125	28585.728515625
E9PHY5;E9PII3;E9PK52;O43491	EPB41L2	Band 4.1-like protein 2	E9PHY5;E9PII3;E9PK52;O43491	E9PHY5_HUMAN;E9PII3_HUMAN;E9PK52_HUMAN;E41L2_HUMAN	18504.767578125	18562.826171875	19406.201171875	12115.3408203125	13049.5751953125	22039.060546875	13147.236328125	28973.541015625	28397.9296875	13712.033203125	18504.767578125	18562.826171875	19406.201171875	12115.3408203125	13049.5751953125	22039.060546875	13147.236328125	28973.541015625	28397.9296875	13712.033203125	5943.064453125	8459.861328125	5903.1533203125	7557.0712890625	5683.6953125	9091.2060546875	5370.23583984375	9120.193359375	15259.943359375	6121.14990234375
E9PIP3;Q9Y4H4	GPSM3	G-protein-signaling modulator 3	E9PIP3;Q9Y4H4	E9PIP3_HUMAN;GPSM3_HUMAN	48825.375	99967.0234375	95323.5	51005.51171875	44438.33203125	36595.890625	56368.8125	23273.384765625	17022.630859375	30756.59375	48825.375	99967.0234375	95323.5	51005.51171875	44438.33203125	36595.890625	56368.8125	23273.384765625	17022.630859375	30756.59375	28714.904296875	54605.82421875	57542.484375	32520.5546875	24462.787109375	20388.0546875	32336.048828125	14455.2705078125	10547.8291015625	16943.259765625
E9PIT3;P00734	F2	Activation peptide fragment 1;Prothrombin	E9PIT3;P00734	E9PIT3_HUMAN;THRB_HUMAN	81685.59375	101981.1015625	158341.578125	96968.953125	165784.359375	519151.53125	268975.5	708603.8125	304316.5625	391170.90625	81685.59375	101981.1015625	158341.578125	96968.953125	165784.359375	519151.53125	268975.5	708603.8125	304316.5625	391170.90625	34206.875	47770.3828125	50983.8359375	38222.5625	60760.3046875	184188.328125	96163.1328125	236630.03125	111837.9296875	148367.4375
E9PJN4;Q9Y210	TRPC6	Short transient receptor potential channel 6	E9PJN4;Q9Y210	E9PJN4_HUMAN;TRPC6_HUMAN	8414.232421875	17868.88671875	16404.501953125	15328.1630859375	14677.2451171875	5659.7197265625	15218.365234375	4318.05322265625	2835.06298828125	5705.37744140625	8414.232421875	17868.88671875	16404.501953125	15328.1630859375	14677.2451171875	5659.7197265625	15218.365234375	4318.05322265625	2835.06298828125	5705.37744140625	3078.72729492188	6172.72412109375	5864.73095703125	6889.1884765625	7353.724609375	6843.3544921875	7151.8486328125	8993.4130859375	1191.33813476563	7487.388671875
E9PK47;P06737	PYGL	Alpha-1,4 glucan phosphorylase;Glycogen phosphorylase, liver form	E9PK47;P06737	E9PK47_HUMAN;PYGL_HUMAN	36925.89453125	13962.72265625	23895.580078125	22745.623046875	12873.8583984375	8906.666015625	15859.0078125	6126.24658203125	6778.52734375	22680.498046875	36925.89453125	13962.72265625	23895.580078125	22745.623046875	12873.8583984375	8906.666015625	15859.0078125	6126.24658203125	6778.52734375	22680.498046875	14178.5029296875	5530.82275390625	10263.5390625	8138.86767578125	7296.609375	3854.900390625	8631.517578125	2571.46118164063	3574.78735351563	9160.6162109375
E9PKC5;Q01432	AMPD3	AMP deaminase;AMP deaminase 3	E9PKC5;Q01432	E9PKC5_HUMAN;AMPD3_HUMAN	7126.86474609375	5448.10302734375	11178.990234375	2518.74389648438	5243.08642578125	6804.43603515625	20081.716796875	8755.4970703125	11788.650390625	4436.32666015625	7126.86474609375	5448.10302734375	11178.990234375	2518.74389648438	5243.08642578125	6804.43603515625	20081.716796875	8755.4970703125	11788.650390625	4436.32666015625	1774.36437988281	1994.18627929688	3730.9267578125	1730.70861816406	1656.50866699219	2337.5595703125	4160.810546875	2923.447265625	6790.08984375	1159.08117675781
E9PKF6;H7BXH2;Q5H9R7	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	E9PKF6;H7BXH2;Q5H9R7	E9PKF6_HUMAN;H7BXH2_HUMAN;PP6R3_HUMAN	5461.9345703125	9059.9853515625	4532.802734375	7012.64892578125	4021.72607421875	16211.859375	11645.6826171875	7866.8359375	4088.72436523438	10810.5	5461.9345703125	9059.9853515625	4532.802734375	7012.64892578125	4021.72607421875	16211.859375	11645.6826171875	7866.8359375	4088.72436523438	10810.5	1861.58020019531	3283.96166992188	1794.34838867188	3333.72875976563	1161.92053222656	4591.6552734375	6537.02001953125	4168.6318359375	6750.53955078125	3831.3740234375
E9PKH8;P11836	MS4A1	B-lymphocyte antigen CD20	E9PKH8;P11836	E9PKH8_HUMAN;CD20_HUMAN	68306.3203125	340443.28125	136377.4375	78150.609375	117713.9296875	69130.1171875	145275.25	28512.162109375	114327.65625	64733.3828125	68306.3203125	340443.28125	136377.4375	78150.609375	117713.9296875	69130.1171875	145275.25	28512.162109375	114327.65625	64733.3828125	18130.46875	77445.5625	35982.5078125	22703.46484375	30091.93359375	19431.751953125	33833.1796875	10206.193359375	26766	18351.521484375
E9PM35;P49407	ARRB1	Beta-arrestin-1 (Fragment);Beta-arrestin-1	E9PM35;P49407	E9PM35_HUMAN;ARRB1_HUMAN	127071.1171875	107338.015625	129974.8125	100175.9453125	87256.8984375	34178.7109375	36996.37109375	24009.44921875	14178.666015625	59059.24609375	127071.1171875	107338.015625	129974.8125	100175.9453125	87256.8984375	34178.7109375	36996.37109375	24009.44921875	14178.666015625	59059.24609375	46772.8671875	36487.8671875	43387.69140625	39353.7890625	30763.525390625	12301.798828125	12904.7294921875	8862.5986328125	4664.17626953125	22102.0390625
E9PM69;P17980;R4GNH3	PSMC3	26S proteasome regulatory subunit 6A	E9PM69;P17980;R4GNH3	E9PM69_HUMAN;PRS6A_HUMAN;R4GNH3_HUMAN	87428.453125	75824.546875	28218.087890625	142245.4375	119759.7734375	362050.625	303998.84375	355833.1875	278435.03125	97398.65625	87428.453125	75824.546875	28218.087890625	142245.4375	119759.7734375	362050.625	303998.84375	355833.1875	278435.03125	97398.65625	20630.236328125	20238.533203125	10039.55078125	35799.33203125	31225.1328125	95925.7265625	74989.0390625	94973.6015625	87021.875	27486.439453125
E9PMD7;P62136	PPP1CA	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	E9PMD7;P62136	E9PMD7_HUMAN;PP1A_HUMAN	195693.21875	289655.75	256734.578125	191324.796875	139841.953125	84786.4609375	136620.703125	99552.125	62762.74609375	123914.09375	195693.21875	289655.75	256734.578125	191324.796875	139841.953125	84786.4609375	136620.703125	99552.125	62762.74609375	123914.09375	49941.125	78812.3359375	64345.9453125	52104.02734375	36271.671875	22892.2890625	35403.11328125	25083.701171875	20552.310546875	33929.15234375
E9PMR4;K4DIA7;P48509	CD151	Tetraspanin;Tetraspanin (Fragment);CD151 antigen	E9PMR4;K4DIA7;P48509	E9PMR4_HUMAN;K4DIA7_HUMAN;CD151_HUMAN	576070.875	352302.5625	544163.8125	453644.53125	518117.15625	118191.8125	82851.75	95404.75	124941.2265625	143412.734375	576070.875	352302.5625	544163.8125	453644.53125	518117.15625	118191.8125	82851.75	95404.75	124941.2265625	143412.734375	116375.6171875	60602.9453125	95049.328125	94034.875	92186.21875	20917.22265625	18523.859375	19554.5	17475.65234375	25660.5
E9PNS3;F2Z2Y8;Q9H0E2	TOLLIP	Toll-interacting protein	E9PNS3;F2Z2Y8;Q9H0E2	E9PNS3_HUMAN;F2Z2Y8_HUMAN;TOLIP_HUMAN	56251.796875	4209.60302734375	9932.1005859375	61423.51953125	50602.65234375	27428.6171875	18483.0234375	32805.6875	3417.21313476563	3324.13256835938	56251.796875	4209.60302734375	9932.1005859375	61423.51953125	50602.65234375	27428.6171875	18483.0234375	32805.6875	3417.21313476563	3324.13256835938	24795.833984375	1682.16577148438	3558.2216796875	23194.265625	56613.87890625	10808.556640625	12623.068359375	29685.767578125	1402.24499511719	1368.85119628906
E9PP21;P21291	CSRP1	Cysteine and glycine-rich protein 1	E9PP21;P21291	E9PP21_HUMAN;CSRP1_HUMAN	264387.875	115835.3046875	171085.640625	182705.359375	155555.765625	74261.9921875	86670.3359375	36699.30859375	36510.90234375	121992.3671875	264387.875	115835.3046875	171085.640625	182705.359375	155555.765625	74261.9921875	86670.3359375	36699.30859375	36510.90234375	121992.3671875	48285.37109375	28548.9609375	41000.86328125	33069.453125	32870.94140625	18264.20703125	18501.162109375	13878.3984375	17527.015625	31097.1875
E9PP76;J3KNF4;O14618	CCS	Copper chaperone for superoxide dismutase (Fragment);Copper chaperone for superoxide dismutase;Copper chaperone for superoxide dismutase	E9PP76;J3KNF4;O14618	E9PP76_HUMAN;J3KNF4_HUMAN;CCS_HUMAN	111069.796875	28663.03125	49453.16015625	28142.193359375	27622.140625	31694.5546875	33746.2734375	30383.068359375	27530.978515625	5456.5615234375	111069.796875	28663.03125	49453.16015625	28142.193359375	27622.140625	31694.5546875	33746.2734375	30383.068359375	27530.978515625	5456.5615234375	53230.0625	37400.5234375	54226.93359375	27292.697265625	29140.328125	19964.90234375	25006.435546875	37357.1953125	22097.16796875	2109.64501953125
E9PQD6;P0DJI8	SAA1	Serum amyloid A protein;Serum amyloid A-1 protein	E9PQD6;P0DJI8	E9PQD6_HUMAN;SAA1_HUMAN	15640.5830078125	7893.1513671875	18449.90625	15550.0419921875	18560.533203125	28751.98046875	206952.625	64060.21484375	27888.931640625	38768.78515625	15640.5830078125	7893.1513671875	18449.90625	15550.0419921875	18560.533203125	28751.98046875	206952.625	64060.21484375	27888.931640625	38768.78515625	9471.6591796875	5157.3017578125	10775.3876953125	10005.640625	10022.716796875	17136.138671875	105923.3125	27039.84375	15965.5947265625	18881.09765625
E9PQH6;P08134;Q5JR05;Q5JR07;Q5JR08	RHOC	Rho-related GTP-binding protein RhoC (Fragment);Rho-related GTP-binding protein RhoC;Rho-related GTP-binding protein RhoC;Rho-related GTP-binding protein RhoC (Fragment);Rho-related GTP-binding protein RhoC (Fragment)	E9PQH6;P08134;Q5JR05;Q5JR07;Q5JR08	E9PQH6_HUMAN;RHOC_HUMAN;Q5JR05_HUMAN;Q5JR07_HUMAN;Q5JR08_HUMAN	18985.900390625	26187.67578125	31315.451171875	19935.580078125	20228.75	7767.8349609375	6561.576171875	4702.20263671875	5802.28515625	11123.2783203125	18985.900390625	26187.67578125	31315.451171875	19935.580078125	20228.75	7767.8349609375	6561.576171875	4702.20263671875	5802.28515625	11123.2783203125	9046.79296875	9569.8720703125	10063.8076171875	10734.6474609375	8279.6044921875	5381.25	3809.87768554688	3791.53955078125	4381.45556640625	7156.0068359375
E9PRZ0;P46734	MAP2K3	Dual-specificity mitogen-activated protein kinase kinase 3 (Fragment);Dual specificity mitogen-activated protein kinase kinase 3	E9PRZ0;P46734	E9PRZ0_HUMAN;MP2K3_HUMAN	11662.3740234375	24751.298828125	12834.251953125	11957.93359375	10376.1337890625	8350.6787109375	7344.32470703125	6125.13818359375	6031.39453125	2863.17333984375	11662.3740234375	24751.298828125	12834.251953125	11957.93359375	10376.1337890625	8350.6787109375	7344.32470703125	6125.13818359375	6031.39453125	2863.17333984375	4453.80517578125	4853.5927734375	3706.92138671875	4849.78369140625	3775.22387695313	2119.96533203125	2416.03173828125	1596.20336914063	2152.85498046875	1201.64099121094
E9PS44;Q01628	IFITM3	Interferon-induced transmembrane protein 3	E9PS44;Q01628	E9PS44_HUMAN;IFM3_HUMAN	334747	349266.9375	237732.78125	142971.71875	225338.53125	345744.53125	302634.78125	282408.5	159555.8125	196579.875	334747	349266.9375	237732.78125	142971.71875	225338.53125	345744.53125	302634.78125	282408.5	159555.8125	196579.875	104179.53125	115748.515625	74711	56435.40625	72546.640625	98213.234375	92076.765625	88013.84375	62682.921875	67607.7578125
E9PS74;H0YD64;Q8NBI5	SLC43A3	Solute carrier family 43 member 3 (Fragment);Solute carrier family 43 member 3 (Fragment);Solute carrier family 43 member 3	E9PS74;H0YD64;Q8NBI5	E9PS74_HUMAN;H0YD64_HUMAN;S43A3_HUMAN	5166.36279296875	48120.07421875	23610.0703125	22671.197265625	51131.42578125	12687.822265625	16185.3486328125	2427.66137695313	7447.4296875	34502.87890625	5166.36279296875	48120.07421875	23610.0703125	22671.197265625	51131.42578125	12687.822265625	16185.3486328125	2427.66137695313	7447.4296875	34502.87890625	2011.38488769531	27331.185546875	15879.861328125	15148.66796875	25320.89453125	4406.02880859375	9646.1142578125	3461.2958984375	7870.46826171875	20240.712890625
E9PSH8;P07766	CD3E	T-cell surface glycoprotein CD3 epsilon chain	E9PSH8;P07766	E9PSH8_HUMAN;CD3E_HUMAN	53033.69921875	548329.1875	200234.328125	83810.4921875	153997.484375	43607.453125	54034.01953125	73795.1484375	43313.36328125	121230.8984375	53033.69921875	548329.1875	200234.328125	83810.4921875	153997.484375	43607.453125	54034.01953125	73795.1484375	43313.36328125	121230.8984375	24893.92578125	269312.09375	111019.3125	50340.14453125	90334.546875	21678.4453125	23748.0234375	46557.4609375	33192.94140625	72807.0703125
F2Z3I4;Q5T370;Q5T371;Q8N5I2	ARRDC1	Arrestin domain-containing protein 1;Arrestin domain-containing protein 1 (Fragment);Arrestin domain-containing protein 1 (Fragment);Arrestin domain-containing protein 1	F2Z3I4;Q5T370;Q5T371;Q8N5I2	F2Z3I4_HUMAN;Q5T370_HUMAN;Q5T371_HUMAN;ARRD1_HUMAN	87222.8359375	166608.25	84106.0390625	68381.375	65471.52734375	71459.546875	93595.421875	92126.5390625	91045.6015625	86384.2578125	87222.8359375	166608.25	84106.0390625	68381.375	65471.52734375	71459.546875	93595.421875	92126.5390625	91045.6015625	86384.2578125	33879.078125	62461.87890625	29118.345703125	26072.771484375	25464.291015625	30082.427734375	35581.046875	34730.6171875	31612.767578125	37732.14453125
F5GX19;F5H3Y3;F5H479;H0YFI1;Q6IAA8	LAMTOR1	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1;Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1;Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1;Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1 (Fragment);Ragulator complex protein LAMTOR1	F5GX19;F5H3Y3;F5H479;H0YFI1;Q6IAA8	F5GX19_HUMAN;F5H3Y3_HUMAN;F5H479_HUMAN;H0YFI1_HUMAN;LTOR1_HUMAN	11342.755859375	4793.79736328125	6139.61328125	16251.0107421875	18762.166015625	18396.37109375	16586.720703125	12592.6640625	10830.8291015625	26041.564453125	11342.755859375	4793.79736328125	6139.61328125	16251.0107421875	18762.166015625	18396.37109375	16586.720703125	12592.6640625	10830.8291015625	26041.564453125	2742.46484375	1884.19567871094	2025.55163574219	4538.59765625	3061.53149414063	4503.958984375	4681.8779296875	4240.85791015625	4831.57177734375	4057.7109375
F5GX23;F5H169;F5H5V4;J3KN29;O00233	PSMD9	26S proteasome non-ATPase regulatory subunit 9;26S proteasome non-ATPase regulatory subunit 9;26S proteasome non-ATPase regulatory subunit 9 (Fragment);26S proteasome non-ATPase regulatory subunit 9;26S proteasome non-ATPase regulatory subunit 9	F5GX23;F5H169;F5H5V4;J3KN29;O00233	F5GX23_HUMAN;F5H169_HUMAN;F5H5V4_HUMAN;J3KN29_HUMAN;PSMD9_HUMAN	18490.4609375	21266.556640625	11879.0419921875	27115.9140625	28103.626953125	79808.6484375	55421.03125	67666.8359375	61067.9140625	25765.19140625	18490.4609375	21266.556640625	11879.0419921875	27115.9140625	28103.626953125	79808.6484375	55421.03125	67666.8359375	61067.9140625	25765.19140625	8177.01513671875	10773.7431640625	8423.1435546875	9022.0380859375	9554.015625	25275.892578125	17625.517578125	25489.62890625	20174.63671875	8900.373046875
